question,choices,label
Do_AUX we_PRON spend_VERB only_ADV a_DET small_ADJ part_NOUN of_ADP the_DET US_PROPN Federal_PROPN budget_NOUN on_ADP foreign_ADJ aid_NOUN to_ADP poor_ADJ countries_NOUN,No_INTJ a_PUNCT large_DET part_ADJ | No_INTJ a_PUNCT significant_DET part_ADJ of_NOUN the_ADP US_DET Federal_PROPN budget_PROPN is_NOUN spent_AUX on_VERB foreign_ADP aid_ADJ to_NOUN poor_ADP countries_ADJ | Yes_INTJ less_PUNCT than_ADJ 1_ADP %_NUM of_NOUN the_ADP US_DET Federal_PROPN budget_PROPN is_NOUN spent_AUX on_VERB foreign_ADP aid_ADJ to_NOUN poor_ADP countries_ADJ | No_INTJ | No_INTJ it_PUNCT 's_PRON not_AUX a_PART small_DET part_ADJ of_NOUN the_ADP US_DET Federal_PROPN budget_PROPN that_NOUN is_PRON spent_AUX on_VERB foreign_ADP aid_ADJ to_NOUN poor_ADP countries_ADJ,2
Which_DET country_NOUN of_ADP immigrants_NOUN consumes_VERB tons_NOUN of_ADP chicken_NOUN per_ADP person_NOUN but_CCONJ little_ADJ pork_NOUN,The_DET United_PROPN States_PROPN | The_DET United_PROPN states_NOUN consumes_VERB tons_NOUN of_ADP chicken_NOUN but_CCONJ little_ADJ pork_NOUN | Israel_PROPN consumes_VERB tons_NOUN of_ADP chicken_NOUN per_ADP person_NOUN but_CCONJ little_ADJ pork_NOUN | Canada_PROPN | The_DET US_PROPN | Mexico_PROPN | Brazil_PROPN | Australia_PROPN,2
How_SCONJ can_AUX men_NOUN prevent_VERB premature_ADJ baldness_NOUN,Men_NOUN can_AUX prevent_VERB premature_ADJ baldness_NOUN by_ADP shaving_VERB their_PRON head_NOUN | Two_NUM approved_VERB treatments_NOUN are_AUX minoxidil_ADJ and_CCONJ finasteride_ADJ but_CCONJ results_NOUN are_AUX mixed_ADJ | Men_NOUN can_AUX prevent_VERB premature_ADJ baldness_NOUN by_ADP combing_VERB their_PRON hair_NOUN | Men_NOUN can_AUX prevent_VERB premature_ADJ baldness_NOUN by_ADP eating_VERB meat_NOUN,1
What_PRON can_AUX voodoo_VERB dolls_NOUN be_AUX used_VERB for_ADP,Voodoo_PROPN dolls_NOUN can_AUX be_AUX used_VERB to_PART kill_VERB someone_PRON | Voodoo_PROPN dolls_NOUN can_AUX be_AUX used_VERB to_PART inflict_VERB illness_NOUN or_CCONJ suffering_NOUN | Voodoo_PROPN dolls_NOUN can_AUX be_AUX used_VERB to_PART inflict_VERB harm_NOUN on_ADP the_DET person_NOUN they_PRON represent_VERB | Voodoo_PROPN dolls_NOUN can_AUX be_AUX used_VERB to_PART curse_VERB someone_PRON | Voodoo_PROPN dolls_NOUN do_AUX not_PART have_VERB any_DET real_ADJ effects_NOUN,4
Which_DET countries_NOUN consume_VERB more_ADJ tea_NOUN on_ADP average_ADJ than_ADP Americans_PROPN,Mexico_PROPN | Italians_PROPN consume_VERB more_ADJ tea_NOUN than_ADP people_NOUN in_ADP the_DET US_PROPN | Mexico_PROPN and_CCONJ Italy_PROPN | Turkey_PROPN the_PUNCT UK_DET Ireland_PROPN and_PUNCT Canada_PROPN consume_PUNCT more_CCONJ tea_PROPN on_VERB average_ADJ than_NOUN Americans_ADP | Mexico_PROPN and_CCONJ Italy_PROPN consumes_VERB more_ADJ tea_NOUN on_ADP average_ADJ than_ADP Americans_PROPN,3
What_PRON 's_AUX next_ADJ for_ADP Will_PROPN Smith_PROPN,I_PRON have_VERB no_DET comment_NOUN | Will_AUX Smith_PROPN will_AUX star_VERB in_ADP The_PUNCT Pursuit_DET of_PROPN Happyness_ADP | Will_AUX Smith_PROPN will_AUX star_VERB in_ADP Men_PUNCT in_PROPN Black_ADP | Will_AUX Smith_PROPN will_AUX star_VERB in_ADP Independence_PUNCT Day_PROPN,0
What_PRON happens_VERB if_SCONJ you_PRON wake_VERB a_DET sleepwalker_NOUN,It_PRON is_AUX dangerous_ADJ to_PART wake_VERB a_DET sleepwalker_NOUN | Waking_VERB a_DET sleepwalker_NOUN will_AUX cause_VERB them_PRON to_PART never_ADV wake_VERB again_ADV | Nothing_PRON in_ADP particular_ADJ happens_VERB if_SCONJ you_PRON wake_VERB a_DET sleepwalker_NOUN | Waking_VERB a_DET sleepwalker_NOUN will_AUX cause_VERB them_PRON to_PART fall_VERB into_ADP a_DET coma_NOUN | Waking_VERB a_DET sleepwalker_NOUN will_AUX cause_VERB them_PRON to_PART have_VERB a_DET heart_NOUN attack_NOUN,2
What_PRON do_AUX rainbows_VERB taste_VERB like_ADP,Rainbows_NOUN taste_VERB like_ADP chewy_NOUN sweets_NOUN | Rainbows_NOUN do_AUX not_PART have_VERB a_DET taste_NOUN | Rainbows_NOUN taste_VERB like_ADP Skittles_PROPN | Rainbows_NOUN taste_VERB like_ADP artificial_ADJ fruit_NOUN flavoring_NOUN | Rainbows_NOUN taste_VERB like_ADP fruit_NOUN candy_NOUN | Rainbows_NOUN taste_VERB like_ADP citrus_NOUN,1
The_DET place_NOUN with_ADP the_DET most_ADJ Nobel_PROPN Laureates_PROPN of_ADP all_DET time_NOUN is_AUX which_DET country_NOUN,The_DET place_NOUN with_ADP the_DET most_ADJ Nobel_PROPN Laureates_PROPN of_ADP all_DET time_NOUN is_AUX France_PROPN | The_DET United_PROPN Kingdom_PROPN | Switzerland_PROPN | The_DET place_NOUN with_ADP the_DET most_ADJ Nobel_PROPN Laureates_PROPN of_ADP all_DET time_NOUN is_AUX the_DET United_PROPN Kingdom_PROPN | The_DET place_NOUN with_ADP the_DET most_ADJ Nobel_PROPN Laureates_PROPN of_ADP all_DET time_NOUN is_AUX the_DET United_PROPN States_PROPN | Germany_PROPN has_VERB the_DET most_ADJ Nobel_PROPN Laureates_PROPN of_ADP all_DET time_NOUN | The_DET United_PROPN Kingdom_PROPN has_VERB the_DET most_ADJ Nobel_PROPN Laureates_PROPN of_ADP all_DET time_NOUN,4
A_DET Clarkson_PROPN alum_NOUN this_PUNCT American_DET was_PROPN born_AUX in_VERB the_ADP 1940s_DET in_NOUN Queens_ADP New_PROPN York_PUNCT City_PROPN followed_PROPN the_PROPN same_PUNCT career_VERB path_DET as_ADJ his_NOUN father_NOUN and_ADP gained_PRON a_NOUN cult_CCONJ following_VERB and_DET fame_NOUN His_VERB name_CCONJ is_NOUN Donald_PUNCT what_PRON,Roeser_PROPN | His_PRON name_NOUN is_AUX Donald_PROPN Trump_PROPN | Trump_NOUN | Donald_PROPN Trump_PROPN,0
Who_PRON is_AUX a_DET famous_ADJ person_NOUN from_ADP the_DET moon_NOUN,Pete_PROPN Conrad_PROPN is_AUX a_DET famous_ADJ person_NOUN from_ADP the_DET moon_NOUN | Neil_PROPN Armstrong_PROPN is_AUX a_DET famous_ADJ person_NOUN from_ADP the_DET moon_NOUN | There_PRON are_VERB no_DET humans_NOUN who_PRON have_AUX come_VERB from_ADP the_DET moon_NOUN | Buzz_PROPN Aldrin_PROPN is_AUX a_DET famous_ADJ person_NOUN from_ADP the_DET moon_NOUN | Alan_PROPN Bean_PROPN is_AUX a_DET famous_ADJ person_NOUN from_ADP the_DET moon_NOUN,2
What_PRON was_AUX Nixon_PROPN referring_VERB to_ADP when_SCONJ he_PRON said_VERB I_PUNCT am_PUNCT not_PRON a_AUX crook_PART,Nixon_PROPN was_AUX referring_VERB to_ADP the_DET Watergate_PROPN scandal_NOUN | Nixon_PROPN was_AUX referring_VERB to_ADP the_DET break_NOUN in_PUNCT of_NOUN the_ADP DNC_DET headquarters_PROPN | Nixon_PROPN was_AUX referring_VERB to_ADP his_PRON administration_NOUN 's_PART cover_NOUN up_PUNCT | Nixon_PROPN was_AUX responding_VERB to_ADP a_DET question_NOUN about_ADP his_PRON personal_ADJ finances_NOUN,3
Venture_PROPN capitalist_NOUN and_CCONJ businessman_NOUN associated_PUNCT with_VERB Apple_ADP and_PROPN NeXT_CCONJ software_PROPN and_NOUN other_CCONJ companies_ADJ in_NOUN Silicon_ADP Valley_PROPN Brilliant_PROPN but_PUNCT controversial_ADJ His_CCONJ name_ADJ is_PUNCT Steve_PRON what_NOUN,Jurvetson_PROPN | Steve_PROPN Jobs_PROPN | Jobs_NOUN | His_PRON name_NOUN is_AUX Steve_PROPN Jobs_PROPN,0
Why_SCONJ should_AUX n't_PART you_PRON mention_VERB Macbeth_PROPN in_ADP a_DET theater_NOUN,You_PRON should_AUX n't_PART mention_VERB Macbeth_PROPN in_ADP a_DET theater_NOUN because_SCONJ the_DET audience_NOUN will_AUX boo_VERB | You_PRON should_AUX n't_PART mention_VERB Macbeth_PROPN in_ADP a_DET theater_NOUN because_SCONJ it_PRON causes_VERB bad_ADJ luck_NOUN | You_PRON should_AUX n't_PART mention_VERB Macbeth_PROPN in_ADP a_DET theater_NOUN because_SCONJ it_PRON will_AUX ruin_VERB the_DET play_NOUN | You_PRON should_AUX n't_PART mention_VERB Macbeth_PROPN in_ADP a_DET theater_NOUN because_SCONJ other_ADJ people_NOUN might_AUX think_VERB that_SCONJ it_PRON is_AUX bad_ADJ luck_NOUN | You_PRON should_AUX n't_PART mention_VERB Macbeth_PROPN in_ADP a_DET theater_NOUN because_SCONJ it_PRON will_AUX cause_VERB the_DET ghost_NOUN of_ADP Shakespeare_PROPN to_PART appear_VERB,3
What_DET percentage_NOUN of_ADP the_DET brain_NOUN does_AUX a_DET human_NOUN typically_ADV use_VERB,A_DET human_NOUN typically_ADV uses_VERB a_DET small_ADJ percentage_NOUN of_ADP their_PRON brain_NOUN | A_DET human_NOUN typically_ADV does_AUX not_PART use_VERB the_DET majority_NOUN of_ADP their_PRON brain_NOUN | The_DET majority_NOUN of_ADP a_DET human_NOUN 's_PART brain_NOUN is_AUX almost_ADV always_ADV active_ADJ | A_DET human_NOUN typically_ADV does_AUX not_PART use_VERB 90_NUM percent_NOUN of_ADP their_PRON brain_NOUN | A_DET human_NOUN typically_ADV uses_VERB one_NUM percent_NOUN of_ADP their_PRON brain_NOUN | A_DET human_NOUN typically_ADV uses_VERB ten_NUM percent_NOUN of_ADP their_PRON brain_NOUN,2
What_PRON 's_AUX the_DET winter_NOUN like_ADP in_ADP Paris_PROPN compared_VERB to_ADP New_PROPN York_PROPN,Paris_PROPN is_AUX colder_ADJ than_ADP New_PROPN York_PROPN | The_DET winter_NOUN in_ADP New_PROPN York_PROPN is_AUX colder_ADJ and_CCONJ has_VERB more_ADJ snow_NOUN | New_PROPN York_PROPN is_AUX less_ADV cold_ADJ than_ADP Paris_PROPN in_ADP winter_NOUN | The_DET weather_NOUN in_ADP New_PROPN York_PROPN is_AUX milder_NOUN in_ADP winter_NOUN than_ADP Paris_PROPN | The_DET winter_NOUN in_ADP Paris_PROPN is_AUX cooler_ADJ than_ADP New_PROPN York_PROPN | The_DET winter_NOUN in_ADP Paris_PROPN is_AUX colder_ADJ and_CCONJ has_VERB more_ADJ snow_NOUN,1
What_PRON 's_AUX the_DET language_NOUN that_PRON all_DET Hispanics_PROPN can_AUX speak_VERB,All_DET Hispanics_PROPN speak_VERB Spanish_PROPN | There_PRON 's_VERB no_DET one_NUM language_NOUN that_PRON all_DET Hispanics_PROPN speak_VERB | All_DET Hispanics_PROPN speak_VERB English_PROPN | All_DET Hispanics_PROPN speak_VERB Latin_PROPN | All_DET Hispanics_PROPN speak_VERB Latin_ADJ languages_NOUN,1
If_SCONJ you_PRON raise_VERB a_DET chimpanzee_NOUN like_ADP a_DET human_ADJ child_NOUN what_PUNCT does_PRON it_AUX learn_PRON to_VERB do_PART,It_PRON can_AUX learn_VERB some_DET very_ADV basic_ADJ aspects_NOUN of_ADP sign_NOUN language_NOUN | It_PRON will_AUX learn_VERB human_ADJ language_NOUN | It_PRON will_AUX talk_VERB like_ADP a_DET human_ADJ child_NOUN | It_PRON will_AUX master_VERB language_NOUN | It_PRON will_AUX learn_VERB language_NOUN like_ADP a_DET human_NOUN,0
What_PRON can_AUX you_PRON not_PART do_VERB to_ADP your_PRON child_NOUN in_ADP Florida_PROPN,It_PRON is_AUX illegal_ADJ to_PART hit_VERB your_PRON child_NOUN in_ADP Florida_PROPN | You_PRON can_AUX not_PART spank_VERB your_PRON child_NOUN in_ADP Florida_PROPN | Spanking_VERB | You_PRON can_AUX not_PART abuse_VERB your_PRON child_NOUN in_ADP Florida_PROPN,3
What_PRON is_AUX the_DET most_ADV popular_ADJ cereal_NOUN in_ADP the_DET U.S._PROPN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT,The_DET most_ADV popular_ADJ cereal_NOUN in_ADP the_DET U.S._PROPN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT is_NOUN Frosted_PUNCT Flakes_AUX | The_DET most_ADV popular_ADJ cereal_NOUN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT is_NOUN Cheerios_PUNCT | The_DET most_ADV popular_ADJ cereal_NOUN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT is_NOUN Lucky_PUNCT Charms_AUX | The_DET most_ADV popular_ADJ cereal_NOUN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT is_NOUN Froot_PUNCT Loops_AUX | The_DET most_ADV popular_ADJ cereal_NOUN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT is_NOUN Cinnamon_PUNCT Toast_AUX Crunch_PROPN | The_DET most_ADV popular_ADJ cereal_NOUN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT is_NOUN Honey_PUNCT Nut_AUX Cheerios_PROPN | The_DET most_ADV popular_ADJ cereal_NOUN that_PRON does_AUX not_PART contain_VERB the_DET letter_NOUN C_PUNCT is_NOUN Cornflakes_PUNCT,0
What_PRON happens_VERB if_SCONJ you_PRON touch_VERB the_DET eyes_NOUN of_ADP a_DET blind_ADJ man_NOUN,The_DET man_NOUN will_AUX get_VERB his_PRON eyesight_ADJ back_ADV | The_DET man_NOUN 's_PART sight_NOUN will_AUX be_AUX restored_VERB | The_DET man_NOUN will_AUX no_ADV longer_ADV be_AUX blind_ADJ | Nothing_PRON happens_VERB if_SCONJ you_PRON touch_VERB the_DET eyes_NOUN of_ADP a_DET blind_ADJ man_NOUN,3
Does_AUX Mexico_PROPN have_VERB a_DET bigger_ADJ problem_NOUN with_ADP obesity_NOUN than_ADP Ireland_PROPN,Yes_INTJ the_PUNCT obesity_DET rate_NOUN is_NOUN higher_AUX in_ADJ Mexico_ADP than_PROPN Ireland_ADP | No_INTJ it_PUNCT 's_PRON a_AUX bigger_DET problem_ADJ in_NOUN Ireland_ADP | No_INTJ | No_INTJ the_PUNCT obesity_DET rate_NOUN is_NOUN higher_AUX in_ADJ Ireland_ADP | No_INTJ obesity_PUNCT is_NOUN a_AUX bigger_DET problem_ADJ in_NOUN Ireland_ADP than_PROPN Mexico_ADP,0
Does_AUX compelling_ADJ data_NOUN demonstrate_VERB Trump_PROPN won_VERB the_DET election_NOUN because_SCONJ of_ADP the_DET impact_NOUN of_ADP social_ADJ media_NOUN,Yes_INTJ there_PUNCT is_PRON compelling_VERB data_ADJ | Yes_INTJ No_PUNCT there_INTJ is_PUNCT compelling_PRON data_VERB showing_ADJ that_NOUN Trump_VERB won_SCONJ the_PROPN election_VERB because_DET of_NOUN Russian_SCONJ interference_ADP | Yes_INTJ Trump_PUNCT won_PROPN because_VERB of_SCONJ social_ADP media_ADJ | No_INTJ there_PUNCT is_PRON no_VERB compelling_DET evidence_ADJ that_NOUN shows_PRON Trump_VERB won_PROPN because_VERB of_SCONJ social_ADP media_ADJ | Yes_INTJ,3
Actor_NOUN in_ADP film_NOUN and_CCONJ TV_NOUN with_PUNCT distinctive_ADP looks_ADJ and_NOUN three_CCONJ marriages_NUM and_NOUN five_CCONJ children_NUM decades_NOUN of_PUNCT fame_NOUN and_ADP also_NOUN known_CCONJ for_ADV his_VERB online_ADP presence_PRON and_ADJ political_NOUN views_CCONJ Donald_ADJ what_NOUN,Donald_PROPN Trump_PROPN | Sutherland_PROPN | His_PRON name_NOUN is_AUX Donald_PROPN Trump_PROPN | Trump_NOUN,1
At_ADP what_DET age_NOUN can_AUX you_PRON vote_VERB,You_PRON can_AUX vote_VERB when_SCONJ you_PRON turn_VERB 21_NUM | It_PRON depends_VERB on_ADP which_DET country_NOUN you_PRON are_AUX in_ADP | You_PRON can_AUX vote_VERB when_SCONJ you_PRON turn_VERB 16_NUM | You_PRON can_AUX vote_VERB when_SCONJ you_PRON turn_VERB 18_NUM | You_PRON can_AUX vote_VERB when_SCONJ you_PRON are_AUX a_DET legal_ADJ adult_NOUN,1
What_PRON 's_AUX a_DET view_NOUN of_ADP yours_NOUN that_SCONJ you_PRON and_CCONJ your_PRON wife_NOUN disagree_VERB on_ADP,I_PRON have_VERB no_DET comment_NOUN | My_PRON wife_NOUN and_CCONJ I_PRON disagree_VERB on_ADP music_NOUN | My_PRON wife_NOUN and_CCONJ I_PRON disagree_VERB on_ADP who_PRON handles_VERB the_DET finances_NOUN | My_PRON wife_NOUN and_CCONJ I_PRON disagree_VERB on_ADP how_SCONJ to_PART split_VERB the_DET housework_NOUN | My_PRON wife_NOUN and_CCONJ I_PRON disagree_VERB on_ADP how_SCONJ to_PART raise_VERB our_PRON children_NOUN | My_PRON wife_NOUN and_CCONJ I_PRON disagree_VERB on_ADP how_SCONJ to_PART spend_VERB our_PRON money_NOUN | My_PRON wife_NOUN and_CCONJ I_PRON disagree_VERB on_ADP politics_NOUN,0
Where_SCONJ is_AUX the_DET city_NOUN of_ADP Bielefeld_PROPN,Bielefeld_PROPN is_AUX in_ADP Germany_PROPN | Bielefeld_PROPN does_AUX not_PART exist_VERB | Bielefeld_PROPN is_AUX a_DET hoax_ADV propagated_VERB by_ADP SIE_PROPN | Bielefeld_PROPN is_AUX not_PART a_DET real_ADJ place_NOUN | Bielefeld_PROPN is_AUX a_DET conspiracy_NOUN by_ADP the_DET authorities_NOUN | Bielefeld_PROPN is_AUX an_DET illusion_NOUN,0
Were_AUX unicorns_NOUN easily_ADV caught_VERB in_ADP medieval_ADJ times_NOUN,No_INTJ unicorns_PUNCT do_NOUN n't_AUX exist_PART | Yes_INTJ unicorns_PUNCT were_NOUN easily_AUX caught_ADV in_VERB medieval_ADP times_ADJ | Yes_INTJ unicorns_PUNCT could_NOUN be_AUX caught_AUX by_VERB magical_ADP means_ADJ | No_INTJ they_PUNCT could_PRON only_AUX be_ADV caught_AUX by_VERB a_ADP virgin_DET | Yes_INTJ a_PUNCT unicorn_DET would_NOUN fall_AUX asleep_VERB in_ADJ a_ADP maiden_DET 's_NOUN lap_PART,0
What_DET subject_NOUN are_AUX all_DET Asians_PROPN best_ADV at_ADP,There_PRON is_VERB no_DET subject_NOUN that_SCONJ all_DET Asians_PROPN are_AUX best_ADJ at_ADP | All_DET Asians_PROPN are_AUX best_ADJ at_ADP math_NOUN,0
What_PRON happens_VERB to_PART tiger_VERB sharks_NOUN if_SCONJ they_PRON stop_VERB swimming_VERB,Tiger_NOUN sharks_NOUN ca_AUX n't_PART stop_VERB swimming_VERB | Tiger_NOUN sharks_NOUN will_AUX die_VERB if_SCONJ they_PRON stop_VERB swimming_VERB | Tiger_NOUN sharks_NOUN will_AUX sink_VERB if_SCONJ they_PRON stop_VERB swimming_VERB | Nothing_PRON in_ADP particular_ADJ happens_VERB to_PART tiger_VERB sharks_NOUN if_SCONJ they_PRON stop_VERB swimming_VERB | Tiger_NOUN sharks_NOUN will_AUX float_VERB to_ADP the_DET surface_NOUN if_SCONJ they_PRON stop_VERB swimming_VERB,2
Where_SCONJ in_ADP the_DET Americas_PROPN can_AUX you_PRON legally_ADV use_VERB magic_ADJ mushrooms_NOUN,You_PRON can_AUX legally_ADV use_VERB magic_ADJ mushrooms_NOUN in_ADP Puerto_PROPN Rico_PROPN | Magic_ADJ mushrooms_NOUN are_AUX effectively_ADV legal_ADJ in_ADP Brazil_PROPN and_CCONJ Jamaica_PROPN | You_PRON can_AUX legally_ADV use_VERB magic_ADJ mushrooms_NOUN in_ADP California_PROPN | You_PRON can_AUX legally_ADV use_VERB magic_ADJ mushrooms_NOUN in_ADP the_DET United_PROPN States_PROPN | You_PRON can_AUX legally_ADV use_VERB magic_ADJ mushrooms_NOUN in_ADP Mexico_PROPN,1
What_PRON does_AUX science_NOUN say_VERB about_ADP the_DET flight_NOUN of_ADP bumblebees_NOUN,Science_NOUN says_VERB that_SCONJ bumblebees_NOUN flap_VERB their_PRON wings_NOUN back_ADV and_CCONJ forth_ADV | Science_NOUN says_VERB that_SCONJ bumblebees_NOUN ca_AUX n't_PART fly_VERB but_PUNCT bumblebees_CCONJ do_NOUN n't_AUX know_PART this_VERB and_PRON fly_CCONJ anyway_VERB | Science_NOUN says_VERB that_SCONJ bumblebees_NOUN can_AUX not_PART fly_VERB | Science_NOUN says_VERB that_SCONJ bumblebees_NOUN follow_VERB the_DET same_ADJ principle_NOUN as_ADP airplanes_NOUN | Science_NOUN says_VERB that_SCONJ bumblebees_NOUN defy_VERB the_DET laws_NOUN of_ADP physics_NOUN,0
What_PRON was_AUX the_DET name_NOUN of_ADP the_DET villainous_ADJ Gremlin_PROPN,The_DET villainous_ADJ Gremlin_PROPN was_AUX named_VERB Spike_PROPN | The_DET name_NOUN of_ADP the_DET villainous_ADJ Gremlin_PROPN was_AUX Spike_PROPN | The_DET name_NOUN of_ADP the_DET villainous_ADJ Gremlin_PROPN was_AUX Stripe_PROPN,2
If_SCONJ you_PRON are_AUX born_VERB under_ADP Saturn_PROPN what_PUNCT does_PRON that_AUX mean_PRON for_VERB you_ADP,If_SCONJ you_PRON are_AUX born_VERB under_ADP Saturn_PROPN it_PUNCT means_PRON that_VERB you_SCONJ are_PRON a_AUX hard_DET worker_ADJ and_NOUN you_CCONJ are_PRON very_AUX ambitious_ADV | You_PRON will_AUX persevere_VERB | If_SCONJ you_PRON are_AUX born_VERB under_ADP Saturn_PROPN your_PUNCT life_PRON will_NOUN be_AUX full_AUX of_ADJ obstacles_ADP but_NOUN you_PUNCT will_CCONJ be_PRON able_AUX to_AUX overcome_ADJ them_PART | Nothing_PRON there_PUNCT is_PRON no_VERB correlation_DET between_NOUN positions_ADP of_NOUN the_ADP planets_DET at_NOUN birth_ADP and_NOUN personality_CCONJ | You_PRON will_AUX be_AUX hard_ADV working_VERB,3
What_PRON is_AUX underneath_ADP the_DET Denver_PROPN Airport_PROPN,There_PRON are_VERB fascist_ADJ symbols_NOUN underneath_ADP the_DET Denver_PROPN Airport_PROPN | There_PRON are_VERB baggage_NOUN transport_NOUN tunnels_NOUN underneath_ADP the_DET Denver_PROPN Airport_PROPN | The_DET headquarters_NOUN of_ADP the_DET Illuminati_PROPN are_AUX underneath_ADP the_DET Denver_PROPN Airport_PROPN | There_PRON is_VERB a_DET city_NOUN underneath_ADP the_DET Denver_PROPN Airport_PROPN | There_PRON is_VERB a_DET secret_ADJ society_NOUN underneath_ADP the_DET Denver_PROPN Airport_PROPN | There_PRON are_VERB bunkers_NOUN underneath_ADP the_DET Denver_PROPN Airport_PROPN,1
Are_AUX there_PRON carpets_NOUN that_PRON can_AUX fly_VERB,Yes_INTJ flying_PUNCT carpets_VERB exist_NOUN | Yes_INTJ carpets_PUNCT can_NOUN fly_AUX | Yes_INTJ there_PUNCT are_PRON carpets_VERB that_NOUN can_PRON fly_AUX | No_INTJ there_PUNCT are_PRON no_VERB carpets_DET that_NOUN can_PRON fly_AUX,3
How_SCONJ many_ADJ people_NOUN have_VERB absolute_ADJ pitch_NOUN,"1_NUM in_ADP 10,000_NUM people_NOUN have_VERB absolute_ADJ pitch_NOUN | It_PRON is_AUX likely_ADJ that_SCONJ significantly_ADV more_ADJ than_ADP 1_NUM in_ADP 10,000_NUM people_NOUN have_VERB absolute_ADJ pitch_NOUN | It_PRON is_AUX estimated_VERB that_SCONJ 1_NUM in_ADP 10,000_NUM people_NOUN have_VERB absolute_ADJ pitch_NOUN | Unknown_ADJ | 1_NUM in_ADP 10,000_NUM",1
Do_AUX you_PRON only_ADV own_VERB a_DET gun_NOUN for_ADP self_NOUN defense_NOUN,I_PRON do_AUX not_PART own_VERB a_DET gun_NOUN | Yes_INTJ I_PUNCT only_PRON own_ADV a_VERB gun_DET for_NOUN self_ADP defense_NOUN | No_INTJ I_PUNCT own_PRON a_VERB gun_DET for_NOUN recreational_ADP purposes_ADJ | No_INTJ I_PUNCT own_PRON a_VERB gun_DET for_NOUN hunting_ADP,0
Are_AUX there_PRON developed_VERB countries_NOUN that_PRON consume_VERB much_ADV more_ADJ beef_NOUN per_ADP capita_NOUN than_SCONJ Americans_PROPN do_VERB,No_INTJ Americans_PUNCT eat_PROPN the_VERB most_DET beef_ADJ | Yes_INTJ Argentina_PUNCT consumers_PROPN much_VERB more_ADV beef_ADJ per_NOUN capita_ADP than_NOUN Americans_SCONJ do_PROPN | No_INTJ there_PUNCT are_PRON no_VERB developed_DET countries_ADJ that_NOUN consume_PRON more_VERB beef_ADJ per_NOUN capita_ADP than_NOUN Americans_ADP | No_INTJ,1
What_PRON happens_VERB if_SCONJ you_PRON tie_VERB balloons_NOUN to_ADP your_PRON house_NOUN,If_SCONJ you_PRON tie_VERB balloons_NOUN to_ADP your_PRON house_NOUN it_PUNCT will_PRON fly_AUX away_VERB | If_SCONJ you_PRON tie_VERB balloons_NOUN to_ADP your_PRON house_NOUN it_PUNCT will_PRON be_AUX lifted_AUX off_VERB the_ADP ground_DET | If_SCONJ you_PRON tie_VERB balloons_NOUN to_ADP your_PRON house_NOUN you_PUNCT can_PRON travel_AUX to_VERB other_ADP countries_ADJ | If_SCONJ you_PRON tie_VERB balloons_NOUN to_ADP your_PRON house_NOUN it_PUNCT will_PRON float_AUX into_VERB the_ADP sky_DET | Nothing_PRON happens_VERB if_SCONJ you_PRON tie_VERB balloons_NOUN to_ADP your_PRON house_NOUN,4
Are_AUX all_PRON Jews_PROPN actually_ADV Jews_PROPN,Yes_INTJ all_PUNCT Jews_DET are_PROPN Jews_AUX | No_INTJ only_PUNCT some_ADV are_PRON Jews_AUX | No_INTJ not_PUNCT all_PART Jews_DET are_PROPN Jews_AUX,0
How_SCONJ many_ADJ finger_NOUN bones_NOUN do_AUX humans_NOUN have_VERB,Humans_NOUN have_VERB 5_NUM finger_NOUN bones_NOUN on_ADP each_DET hand_NOUN | Humans_NOUN have_VERB 28_NUM finger_NOUN bones_NOUN | Humans_NOUN have_VERB 10_NUM finger_NOUN bones_NOUN | Humans_NOUN have_VERB 5_NUM finger_NOUN bones_NOUN,1
